chr1	chunk1_start	chunk1_end	chr2	chunk2_start	chunk2_end	contactCount	p-value	q-value
10	88000000	89000000	11	2000000	3000000	13	3.020219e-27	7.804243000000001e-25
10	89000000	90000000	11	2000000	3000000	14	3.709232e-30	1.026799e-27
10	90000000	91000000	11	2000000	3000000	19	6.149916999999998e-41	2.1420490000000003e-38
10	91000000	92000000	11	2000000	3000000	22	6.826621e-49	2.71072e-46
10	92000000	93000000	11	2000000	3000000	16	1.10222e-33	3.303179e-31
10	93000000	94000000	11	2000000	3000000	21	1.054028e-46	4.0454589999999994e-44
10	94000000	95000000	11	2000000	3000000	25	1.136819e-56	5.0365470000000003e-54
10	95000000	96000000	11	2000000	3000000	17	6.501680999999999e-36	2.0457729999999998e-33
10	96000000	97000000	11	2000000	3000000	15	4.0785339999999995e-32	1.1783319999999998e-29
10	97000000	98000000	11	2000000	3000000	15	6.377856999999999e-31	1.7990619999999998e-28
10	98000000	99000000	11	2000000	3000000	21	2.9195089999999997e-46	1.1113649999999998e-43
10	99000000	100000000	11	2000000	3000000	20	4.094882e-43	1.4820959999999997e-40
10	100000000	101000000	11	2000000	3000000	14	2.352913e-29	6.386699e-27
10	101000000	102000000	11	2000000	3000000	20	2.2732829999999996e-43	8.250586999999999e-41
10	102000000	103000000	11	2000000	3000000	35	4.144066e-83	2.3091959999999995e-80
10	103000000	104000000	11	2000000	3000000	31	4.643208999999999e-73	2.4048729999999996e-70
10	104000000	105000000	11	2000000	3000000	33	7.535568999999999e-78	4.034047999999999e-75
10	105000000	106000000	11	2000000	3000000	28	2.2629299999999997e-63	1.0769599999999998e-60
10	106000000	107000000	11	2000000	3000000	16	2.1251489999999997e-33	6.334925e-31
10	107000000	108000000	11	2000000	3000000	6	1.794828e-11	3.4164540000000006e-09
10	108000000	109000000	11	2000000	3000000	17	1.284101e-36	4.096443e-34
10	109000000	110000000	11	2000000	3000000	6	4.324356e-11	8.183374e-09
10	110000000	111000000	11	2000000	3000000	6	1.807036e-11	3.43955e-09
10	111000000	112000000	11	2000000	3000000	12	2.1231529999999996e-24	5.131747e-22
10	112000000	113000000	11	2000000	3000000	10	3.9542329999999996e-19	8.451626e-17
10	113000000	114000000	11	2000000	3000000	12	5.736196999999999e-25	1.40557e-22
10	114000000	115000000	11	2000000	3000000	9	4.679e-17	9.61985e-15
10	115000000	116000000	11	2000000	3000000	12	8.421047999999999e-24	2.0042620000000003e-21
10	116000000	117000000	11	2000000	3000000	14	2.083194e-28	5.54252e-26
10	117000000	118000000	11	2000000	3000000	4	2.151213e-07	3.97888e-05
10	118000000	119000000	11	2000000	3000000	7	6.159228e-13	1.187876e-10
10	119000000	120000000	11	2000000	3000000	25	1.9999629999999999e-56	8.829183999999999e-54
10	120000000	121000000	11	2000000	3000000	25	7.104794999999998e-56	3.1138470000000002e-53
10	121000000	122000000	11	2000000	3000000	23	2.5418129999999997e-51	1.0471379999999998e-48
10	122000000	123000000	11	2000000	3000000	17	4.590593e-36	1.448105e-33
10	123000000	124000000	11	2000000	3000000	20	3.261105e-43	1.181248e-40
10	124000000	125000000	11	2000000	3000000	20	2.163247e-43	7.85308e-41
10	125000000	126000000	11	2000000	3000000	22	2.066208e-49	8.276593999999999e-47
10	126000000	127000000	11	2000000	3000000	31	4.522121e-72	2.3233419999999996e-69
10	127000000	128000000	11	2000000	3000000	19	5.387022e-41	1.878033e-38
10	128000000	129000000	11	2000000	3000000	12	8.233573999999999e-25	2.0108809999999998e-22
10	129000000	130000000	11	2000000	3000000	13	1.412678e-26	3.5974690000000005e-24
10	130000000	131000000	11	2000000	3000000	10	7.14991e-21	1.5879689999999999e-18
10	131000000	132000000	11	2000000	3000000	11	3.698869000000001e-23	8.661627e-21
10	132000000	133000000	11	2000000	3000000	12	4.155676e-26	1.046062e-23
10	133000000	134000000	11	2000000	3000000	10	4.372997e-21	9.746580999999998e-19
10	134000000	135000000	11	2000000	3000000	19	7.002299e-43	2.5278459999999996e-40
10	135000000	136000000	11	2000000	3000000	8	8.226844e-18	1.721225e-15
10	0	1000000	11	3000000	4000000	15	6.7961729999999995e-34	2.044956e-31
10	1000000	2000000	11	3000000	4000000	10	3.2871570000000002e-21	7.348145000000001e-19
10	2000000	3000000	11	3000000	4000000	9	1.11903e-18	2.373047e-16
10	3000000	4000000	11	3000000	4000000	28	6.4894379999999985e-65	3.1360589999999997e-62
10	4000000	5000000	11	3000000	4000000	19	1.1006939999999999e-41	3.885203e-39
10	5000000	6000000	11	3000000	4000000	31	1.6141099999999995e-73	8.383587e-71
10	6000000	7000000	11	3000000	4000000	26	1.4959579999999997e-59	6.851124999999999e-57
10	7000000	8000000	11	3000000	4000000	17	1.2620579999999998e-37	4.118275e-35
10	8000000	9000000	11	3000000	4000000	16	5.1652899999999995e-34	1.5582989999999999e-31
10	9000000	10000000	11	3000000	4000000	11	2.5856229999999998e-23	6.0760619999999996e-21
10	10000000	11000000	11	3000000	4000000	10	8.184777e-21	1.8159700000000002e-18
10	11000000	12000000	11	3000000	4000000	23	1.8356810000000002e-52	7.698032999999999e-50
10	12000000	13000000	11	3000000	4000000	19	3.624661e-42	1.2918010000000001e-39
10	13000000	14000000	11	3000000	4000000	28	1.2084359999999998e-64	5.825167999999999e-62
10	14000000	15000000	11	3000000	4000000	21	1.378435e-46	5.2822e-44
10	15000000	16000000	11	3000000	4000000	18	1.441744e-39	4.883526e-37
10	16000000	17000000	11	3000000	4000000	15	4.9037149999999996e-32	1.413631e-29
10	17000000	18000000	11	3000000	4000000	10	1.624538e-20	3.586418e-18
10	18000000	19000000	11	3000000	4000000	12	1.74091e-26	4.4240370000000005e-24
10	19000000	20000000	11	3000000	4000000	3	1.3424579999999999e-05	0.002468631
10	20000000	21000000	11	3000000	4000000	10	3.637163e-20	7.974924999999999e-18
10	21000000	22000000	11	3000000	4000000	24	2.777876e-54	1.1938369999999998e-51
10	22000000	23000000	11	3000000	4000000	17	8.194184e-37	2.624775e-34
10	23000000	24000000	11	3000000	4000000	7	2.758565e-13	5.3497740000000003e-11
10	24000000	25000000	11	3000000	4000000	24	3.586984e-54	1.5389789999999997e-51
10	25000000	26000000	11	3000000	4000000	15	4.770080999999999e-32	1.375882e-29
10	26000000	27000000	11	3000000	4000000	11	1.7038049999999998e-23	4.020666e-21
10	27000000	28000000	11	3000000	4000000	30	3.3404879999999993e-71	1.7042719999999997e-68
10	28000000	29000000	11	3000000	4000000	25	1.938944e-57	8.667827999999999e-55
10	29000000	30000000	11	3000000	4000000	23	3.338193e-52	1.39443e-49
10	30000000	31000000	11	3000000	4000000	31	2.8933969999999995e-73	1.500612e-70
10	31000000	32000000	11	3000000	4000000	23	8.668453e-53	3.651125e-50
10	32000000	33000000	11	3000000	4000000	24	3.1566899999999997e-55	1.3735599999999997e-52
10	33000000	34000000	11	3000000	4000000	23	4.855542e-51	1.9912279999999997e-48
10	34000000	35000000	11	3000000	4000000	19	4.595894e-41	1.603321e-38
10	35000000	36000000	11	3000000	4000000	37	7.301829999999999e-89	4.213599999999999e-86
10	36000000	37000000	11	3000000	4000000	17	6.3954929999999995e-37	2.052899e-34
10	37000000	38000000	11	3000000	4000000	4	8.002524000000001e-08	1.4839000000000001e-05
10	38000000	39000000	11	3000000	4000000	13	2.4061379999999997e-30	6.6941359999999995e-28
10	43000000	44000000	11	3000000	4000000	19	2.51658e-42	8.99605e-40
10	44000000	45000000	11	3000000	4000000	9	5.970706e-19	1.2719639999999998e-16
10	45000000	46000000	11	3000000	4000000	10	2.4359020000000002e-20	5.358618e-18
10	47000000	48000000	11	3000000	4000000	13	2.205837e-29	5.992069999999999e-27
10	48000000	49000000	11	3000000	4000000	6	5.957255999999999e-13	1.149116e-10
10	49000000	50000000	11	3000000	4000000	8	1.9666299999999998e-16	4.005938e-14
10	50000000	51000000	11	3000000	4000000	17	8.96461e-37	2.870162e-34
10	52000000	53000000	11	3000000	4000000	16	9.000846999999999e-35	2.760099e-32
10	53000000	54000000	11	3000000	4000000	6	1.775863e-11	3.380632e-09
10	54000000	55000000	11	3000000	4000000	9	1.2573110000000001e-17	2.6183e-15
10	55000000	56000000	11	3000000	4000000	14	2.379599e-30	6.620702e-28
10	56000000	57000000	11	3000000	4000000	9	1.4814330000000001e-18	3.136514e-16
10	57000000	58000000	11	3000000	4000000	3	1.124721e-05	0.00206865
10	58000000	59000000	11	3000000	4000000	6	7.315417e-12	1.397515e-09
10	59000000	60000000	11	3000000	4000000	7	1.3402660000000002e-13	2.615301e-11
10	60000000	61000000	11	3000000	4000000	12	1.393997e-24	3.38659e-22
10	61000000	62000000	11	3000000	4000000	18	3.2516189999999996e-39	1.092081e-36
10	62000000	63000000	11	3000000	4000000	12	2.0071429999999998e-24	4.855423e-22
10	63000000	64000000	11	3000000	4000000	16	3.87917e-34	1.172906e-31
10	64000000	65000000	11	3000000	4000000	18	1.299891e-38	4.320408999999999e-36
10	65000000	66000000	11	3000000	4000000	19	1.088943e-41	3.844905e-39
10	66000000	67000000	11	3000000	4000000	3	1.111643e-05	0.002044677
10	67000000	68000000	11	3000000	4000000	10	8.249790000000002e-21	1.830218e-18
10	68000000	69000000	11	3000000	4000000	8	8.339358999999999e-16	1.684163e-13
10	69000000	70000000	11	3000000	4000000	14	8.481091e-30	2.326639e-27
10	70000000	71000000	11	3000000	4000000	52	4.102429999999999e-134	2.879357999999999e-131
10	71000000	72000000	11	3000000	4000000	35	8.143132999999999e-84	4.563548999999999e-81
10	72000000	73000000	11	3000000	4000000	30	1.5303279999999997e-70	7.774799e-68
10	73000000	74000000	11	3000000	4000000	30	4.3885729999999996e-70	2.2222489999999994e-67
10	74000000	75000000	11	3000000	4000000	38	6.431313999999998e-94	3.8110729999999995e-91
10	75000000	76000000	11	3000000	4000000	23	1.3130739999999998e-52	5.519518999999999e-50
10	76000000	77000000	11	3000000	4000000	28	1.094523e-65	5.331872999999999e-63
10	77000000	78000000	11	3000000	4000000	22	1.4639549999999997e-49	5.876935999999999e-47
10	78000000	79000000	11	3000000	4000000	17	2.1904619999999998e-36	6.949813e-34
10	79000000	80000000	11	3000000	4000000	25	1.5145729999999999e-55	6.610925e-53
10	80000000	81000000	11	3000000	4000000	20	2.26284e-43	8.213331e-41
10	81000000	82000000	11	3000000	4000000	18	6.805735e-41	2.3690399999999996e-38
10	82000000	83000000	11	3000000	4000000	15	3.7062529999999996e-32	1.072188e-29
10	83000000	84000000	11	3000000	4000000	9	8.296266999999999e-19	1.7632279999999999e-16
10	84000000	85000000	11	3000000	4000000	7	2.1420619999999998e-13	4.162057e-11
10	85000000	86000000	11	3000000	4000000	1	0.04902712	1.0
10	86000000	87000000	11	3000000	4000000	11	1.414518e-22	3.272598e-20
10	87000000	88000000	11	3000000	4000000	6	1.297855e-11	2.4742500000000002e-09
10	88000000	89000000	11	3000000	4000000	18	4.4041239999999996e-40	1.510895e-37
10	89000000	90000000	11	3000000	4000000	25	1.783032e-59	8.160983999999999e-57
10	90000000	91000000	11	3000000	4000000	23	1.225334e-51	5.074277e-49
10	91000000	92000000	11	3000000	4000000	21	8.767818e-47	3.3713529999999997e-44
10	92000000	93000000	11	3000000	4000000	18	5.0839e-39	1.701881e-36
10	93000000	94000000	11	3000000	4000000	23	2.0386429999999996e-52	8.542943e-50
10	94000000	95000000	11	3000000	4000000	28	2.8438009999999992e-65	1.3800769999999998e-62
10	95000000	96000000	11	3000000	4000000	19	2.7120529999999993e-41	9.499395999999999e-39
10	96000000	97000000	11	3000000	4000000	14	5.757927e-30	1.586011e-27
10	97000000	98000000	11	3000000	4000000	18	1.274549e-38	4.236792e-36
10	98000000	99000000	11	3000000	4000000	29	5.681844999999998e-68	2.8289089999999996e-65
10	99000000	100000000	11	3000000	4000000	36	2.8068459999999995e-86	1.5963159999999996e-83
10	100000000	101000000	11	3000000	4000000	15	3.995039e-32	1.154499e-29
10	101000000	102000000	11	3000000	4000000	28	8.806261999999998e-65	4.248543999999999e-62
10	102000000	103000000	11	3000000	4000000	31	7.391463999999998e-73	3.823983999999999e-70
10	103000000	104000000	11	3000000	4000000	35	6.874324999999997e-85	3.8784469999999996e-82
10	104000000	105000000	11	3000000	4000000	28	6.2507419999999985e-65	3.0210249999999995e-62
10	105000000	106000000	11	3000000	4000000	33	1.7847199999999998e-77	9.524321e-75
10	106000000	107000000	11	3000000	4000000	7	4.617103e-13	8.921035e-11
10	107000000	108000000	11	3000000	4000000	2	0.001041513	0.190928
10	108000000	109000000	11	3000000	4000000	7	2.2093089999999996e-13	4.292176e-11
10	109000000	110000000	11	3000000	4000000	4	3.325322e-07	6.141138000000001e-05
10	110000000	111000000	11	3000000	4000000	10	1.222478e-20	2.703214e-18
10	111000000	112000000	11	3000000	4000000	14	1.827412e-29	4.973775999999999e-27
10	112000000	113000000	11	3000000	4000000	14	1.510734e-28	4.031786e-26
10	113000000	114000000	11	3000000	4000000	5	2.0752689999999997e-09	3.883493e-07
10	114000000	115000000	11	3000000	4000000	11	9.941277999999999e-22	2.252351e-19
10	115000000	116000000	11	3000000	4000000	13	2.120323e-26	5.377524e-24
10	116000000	117000000	11	3000000	4000000	19	6.07035e-41	2.1146549999999999e-38
10	117000000	118000000	11	3000000	4000000	13	5.883947e-28	1.5462679999999999e-25
10	118000000	119000000	11	3000000	4000000	25	8.448587999999999e-57	3.749184e-54
10	119000000	120000000	11	3000000	4000000	20	5.748203e-44	2.1081679999999994e-41
10	120000000	121000000	11	3000000	4000000	32	3.400002e-75	1.7848629999999997e-72
10	121000000	122000000	11	3000000	4000000	27	1.9276649999999998e-62	9.098800999999998e-60
10	122000000	123000000	11	3000000	4000000	25	4.978948e-57	2.2156729999999993e-54
10	123000000	124000000	11	3000000	4000000	33	3.800539999999999e-78	2.0400139999999996e-75
10	124000000	125000000	11	3000000	4000000	18	8.747235e-39	2.9129689999999998e-36
10	125000000	126000000	11	3000000	4000000	16	1.666495e-34	5.079169e-32
10	126000000	127000000	11	3000000	4000000	25	1.162676e-56	5.150114e-54
10	127000000	128000000	11	3000000	4000000	25	5.729718e-57	2.548294e-54
10	128000000	129000000	11	3000000	4000000	15	2.000738e-32	5.8348879999999994e-30
10	129000000	130000000	11	3000000	4000000	15	1.069378e-31	3.062644e-29
10	130000000	131000000	11	3000000	4000000	7	4.2485340000000003e-14	8.341902e-12
10	131000000	132000000	11	3000000	4000000	11	2.111798e-23	4.9737690000000006e-21
10	132000000	133000000	11	3000000	4000000	6	4.494603e-12	8.604557e-10
10	133000000	134000000	11	3000000	4000000	9	6.609536e-19	1.406755e-16
10	134000000	135000000	11	3000000	4000000	14	1.8725149999999997e-30	5.22754e-28
10	135000000	136000000	11	3000000	4000000	11	9.99446e-26	2.492631e-23
10	0	1000000	11	4000000	5000000	18	4.630667999999999e-41	1.6153299999999996e-38
10	1000000	2000000	11	4000000	5000000	10	8.354911e-21	1.853449e-18
10	2000000	3000000	11	4000000	5000000	16	2.047536e-35	6.383743e-33
10	3000000	4000000	11	4000000	5000000	12	8.314116000000001e-24	1.979016e-21
10	4000000	5000000	11	4000000	5000000	10	1.8626129999999998e-19	4.012175e-17
10	5000000	6000000	11	4000000	5000000	16	1.785587e-33	5.331341999999999e-31
10	6000000	7000000	11	4000000	5000000	18	4.080088e-38	1.3454049999999998e-35
10	7000000	8000000	11	4000000	5000000	9	9.22151e-18	1.926966e-15
10	8000000	9000000	11	4000000	5000000	15	5.9093769999999985e-31	1.667832e-28
10	9000000	10000000	11	4000000	5000000	13	1.05816e-27	2.7617150000000003e-25
10	10000000	11000000	11	4000000	5000000	16	4.949924e-35	1.527245e-32
10	11000000	12000000	11	4000000	5000000	16	8.367647e-34	2.513375e-31
10	12000000	13000000	11	4000000	5000000	15	1.8159270000000002e-31	5.180746e-29
10	13000000	14000000	11	4000000	5000000	21	2.0525729999999997e-45	7.712756999999998e-43
10	14000000	15000000	11	4000000	5000000	16	2.4948239999999996e-33	7.428726e-31
10	15000000	16000000	11	4000000	5000000	16	7.08583e-34	2.130721e-31
10	16000000	17000000	11	4000000	5000000	13	1.2467849999999999e-26	3.1788819999999998e-24
10	17000000	18000000	11	4000000	5000000	16	1.484348e-34	4.530916e-32
10	18000000	19000000	11	4000000	5000000	14	5.06328e-31	1.4312269999999999e-28
10	19000000	20000000	11	4000000	5000000	4	2.1191559999999998e-07	3.919744e-05
10	20000000	21000000	11	4000000	5000000	17	1.8052700000000002e-36	5.738759999999999e-34
10	21000000	22000000	11	4000000	5000000	15	7.597293e-31	2.1401549999999997e-28
10	22000000	23000000	11	4000000	5000000	21	3.5144719999999995e-46	1.336081e-43
10	23000000	24000000	11	4000000	5000000	14	8.556949e-29	2.2954839999999999e-26
10	24000000	25000000	11	4000000	5000000	14	2.089208e-28	5.557557e-26
10	25000000	26000000	11	4000000	5000000	9	1.877567e-17	3.895689e-15
10	26000000	27000000	11	4000000	5000000	11	4.754972e-23	1.110646e-20
10	27000000	28000000	11	4000000	5000000	18	1.212229e-38	4.030502e-36
10	28000000	29000000	11	4000000	5000000	24	8.304968e-54	3.539138e-51
10	29000000	30000000	11	4000000	5000000	12	4.283483000000001e-24	1.027836e-21
10	30000000	31000000	11	4000000	5000000	22	2.6600080000000002e-48	1.044529e-45
10	31000000	32000000	11	4000000	5000000	20	4.3685089999999997e-44	1.606256e-41
10	32000000	33000000	11	4000000	5000000	22	4.909615e-49	1.954739e-46
10	33000000	34000000	11	4000000	5000000	18	1.2085649999999998e-37	3.9453949999999995e-35
10	34000000	35000000	11	4000000	5000000	17	2.140792e-35	6.670428999999999e-33
10	35000000	36000000	11	4000000	5000000	24	9.652747e-53	4.063476e-50
10	36000000	37000000	11	4000000	5000000	15	2.467165e-31	7.017825999999999e-29
10	37000000	38000000	11	4000000	5000000	8	1.9807889999999998e-16	4.034422e-14
10	38000000	39000000	11	4000000	5000000	10	3.924004e-22	8.985042999999999e-20
10	43000000	44000000	11	4000000	5000000	13	8.983274e-27	2.298194e-24
10	44000000	45000000	11	4000000	5000000	12	8.418527e-26	2.103351e-23
10	45000000	46000000	11	4000000	5000000	10	6.18629e-20	1.3491610000000001e-17
10	47000000	48000000	11	4000000	5000000	6	4.712083999999999e-12	9.018657e-10
10	48000000	49000000	11	4000000	5000000	8	1.7047379999999998e-17	3.540125e-15
10	49000000	50000000	11	4000000	5000000	13	5.049315e-28	1.3286750000000002e-25
10	50000000	51000000	11	4000000	5000000	16	1.2438699999999999e-33	3.7254979999999996e-31
10	52000000	53000000	11	4000000	5000000	15	1.149561e-31	3.2904429999999995e-29
10	53000000	54000000	11	4000000	5000000	12	1.086252e-24	2.645931e-22
10	54000000	55000000	11	4000000	5000000	11	9.715406e-22	2.20226e-19
10	55000000	56000000	11	4000000	5000000	15	2.987753e-32	8.667825999999999e-30
10	56000000	57000000	11	4000000	5000000	12	2.829983e-25	6.977894000000001e-23
10	57000000	58000000	11	4000000	5000000	8	4.129714e-16	8.377210999999999e-14
10	58000000	59000000	11	4000000	5000000	15	6.571232e-33	1.9412469999999996e-30
10	59000000	60000000	11	4000000	5000000	26	2.734636999999999e-60	1.2629479999999999e-57
10	60000000	61000000	11	4000000	5000000	18	1.4814559999999998e-38	4.9213839999999994e-36
10	61000000	62000000	11	4000000	5000000	22	1.3321840000000001e-48	5.257206999999999e-46
10	62000000	63000000	11	4000000	5000000	23	5.721189999999999e-51	2.343304e-48
10	63000000	64000000	11	4000000	5000000	12	5.3990039999999994e-24	1.292277e-21
10	64000000	65000000	11	4000000	5000000	11	2.198042e-21	4.934365e-19
10	65000000	66000000	11	4000000	5000000	16	1.647391e-33	4.92351e-31
10	66000000	67000000	11	4000000	5000000	11	3.677416e-23	8.613141e-21
10	67000000	68000000	11	4000000	5000000	9	4.281163e-18	9.002064000000001e-16
10	68000000	69000000	11	4000000	5000000	15	7.406017999999999e-32	2.1271319999999998e-29
10	69000000	70000000	11	4000000	5000000	13	7.85231e-27	2.011317e-24
10	70000000	71000000	11	4000000	5000000	20	1.686679e-43	6.133668999999999e-41
10	71000000	72000000	11	4000000	5000000	15	1.040889e-30	2.921814e-28
10	72000000	73000000	11	4000000	5000000	14	1.464219e-28	3.9090089999999995e-26
10	73000000	74000000	11	4000000	5000000	17	1.58024e-35	4.938526999999999e-33
10	74000000	75000000	11	4000000	5000000	17	2.7628849999999997e-36	8.744285e-34
10	75000000	76000000	11	4000000	5000000	19	2.176828e-41	7.633976999999999e-39
10	76000000	77000000	11	4000000	5000000	13	1.777627e-26	4.517091999999999e-24
10	77000000	78000000	11	4000000	5000000	23	2.985687e-51	1.2282409999999999e-48
10	78000000	79000000	11	4000000	5000000	12	7.925706e-24	1.8875379999999996e-21
10	79000000	80000000	11	4000000	5000000	14	1.054351e-27	2.75193e-25
10	80000000	81000000	11	4000000	5000000	14	4.345332e-28	1.145786e-25
10	81000000	82000000	11	4000000	5000000	15	1.542754e-32	4.516114e-30
10	82000000	83000000	11	4000000	5000000	23	8.236628e-52	3.421053e-49
10	83000000	84000000	11	4000000	5000000	10	8.596856e-21	1.906847e-18
10	84000000	85000000	11	4000000	5000000	10	1.104184e-19	2.392353e-17
10	85000000	86000000	11	4000000	5000000	11	3.455613e-22	7.923175999999999e-20
10	86000000	87000000	11	4000000	5000000	12	1.835936e-24	4.446401e-22
10	87000000	88000000	11	4000000	5000000	13	2.259546e-27	5.856081999999999e-25
10	88000000	89000000	11	4000000	5000000	18	2.365503e-39	7.969135e-37
10	89000000	90000000	11	4000000	5000000	7	1.487256e-13	2.900284e-11
10	90000000	91000000	11	4000000	5000000	11	1.5939560000000003e-21	3.59174e-19
10	91000000	92000000	11	4000000	5000000	8	4.650129000000001e-15	9.235568000000001e-13
10	92000000	93000000	11	4000000	5000000	7	6.647621e-13	1.281209e-10
10	93000000	94000000	11	4000000	5000000	10	1.270277e-19	2.7462709999999996e-17
10	94000000	95000000	11	4000000	5000000	11	1.139583e-21	2.5777179999999997e-19
10	95000000	96000000	11	4000000	5000000	10	2.9899140000000004e-19	6.40897e-17
10	96000000	97000000	11	4000000	5000000	20	1.956398e-44	7.245541e-42
10	97000000	98000000	11	4000000	5000000	12	1.1812889999999999e-23	2.799532e-21
10	98000000	99000000	11	4000000	5000000	24	1.370049e-53	5.824944999999999e-51
10	99000000	100000000	11	4000000	5000000	20	9.556518e-43	3.4418300000000006e-40
10	100000000	101000000	11	4000000	5000000	22	3.723390999999999e-49	1.4846320000000001e-46
10	101000000	102000000	11	4000000	5000000	24	3.510370999999999e-53	1.486306e-50
10	102000000	103000000	11	4000000	5000000	15	9.721341e-31	2.731148e-28
10	103000000	104000000	11	4000000	5000000	23	3.1723059999999996e-51	1.303614e-48
10	104000000	105000000	11	4000000	5000000	14	1.8012799999999997e-28	4.799118e-26
10	105000000	106000000	11	4000000	5000000	17	4.1490379999999997e-35	1.2831489999999998e-32
10	106000000	107000000	11	4000000	5000000	15	1.035948e-30	2.908653e-28
10	107000000	108000000	11	4000000	5000000	14	8.566953999999999e-30	2.349774e-27
10	108000000	109000000	11	4000000	5000000	9	1.986033e-17	4.118515e-15
10	109000000	110000000	11	4000000	5000000	15	2.6424229999999996e-31	7.511705e-29
10	110000000	111000000	11	4000000	5000000	14	8.704031999999999e-30	2.3870879999999998e-27
10	111000000	112000000	11	4000000	5000000	15	2.6535159999999998e-31	7.542774999999999e-29
10	112000000	113000000	11	4000000	5000000	22	2.1319739999999997e-47	8.277228999999999e-45
10	113000000	114000000	11	4000000	5000000	11	2.163697e-22	4.984843e-20
10	114000000	115000000	11	4000000	5000000	18	1.0190139999999999e-37	3.3313229999999993e-35
10	115000000	116000000	11	4000000	5000000	23	2.7798e-50	1.1293189999999998e-47
10	116000000	117000000	11	4000000	5000000	29	8.642624999999998e-66	4.214189999999999e-63
10	117000000	118000000	11	4000000	5000000	17	2.2018649999999994e-37	7.146509e-35
10	118000000	119000000	11	4000000	5000000	18	4.803408e-38	1.581654e-35
10	119000000	120000000	11	4000000	5000000	17	1.019757e-35	3.198858e-33
10	120000000	121000000	11	4000000	5000000	19	3.0946859999999998e-40	1.0642910000000001e-37
10	121000000	122000000	11	4000000	5000000	7	6.816191e-13	1.313533e-10
10	122000000	123000000	11	4000000	5000000	18	3.283892e-38	1.0841799999999999e-35
10	123000000	124000000	11	4000000	5000000	21	2.365194e-45	8.879493e-43
10	124000000	125000000	11	4000000	5000000	15	8.797414999999999e-31	2.47384e-28
10	125000000	126000000	11	4000000	5000000	10	1.126141e-19	2.4392889999999998e-17
10	126000000	127000000	11	4000000	5000000	25	1.201658e-55	5.249069e-53
10	127000000	128000000	11	4000000	5000000	23	8.946203e-51	3.654788e-48
10	128000000	129000000	11	4000000	5000000	10	6.082098999999999e-20	1.3266889999999999e-17
10	129000000	130000000	11	4000000	5000000	22	1.579788e-48	6.226322e-46
10	130000000	131000000	11	4000000	5000000	15	6.148804e-33	1.817271e-30
10	131000000	132000000	11	4000000	5000000	13	8.329762e-28	2.1810479999999997e-25
10	132000000	133000000	11	4000000	5000000	12	6.909554999999999e-26	1.731127e-23
10	133000000	134000000	11	4000000	5000000	9	1.5299349999999999e-18	3.2387570000000003e-16
10	134000000	135000000	11	4000000	5000000	12	5.014156e-25	1.230543e-22
10	135000000	136000000	11	4000000	5000000	8	1.154644e-17	2.407222e-15
10	0	1000000	11	5000000	6000000	20	9.943649999999999e-47	3.8186939999999996e-44
10	1000000	2000000	11	5000000	6000000	8	2.698983e-16	5.4893359999999995e-14
10	2000000	3000000	11	5000000	6000000	11	3.180923e-23	7.459376000000001e-21
10	3000000	4000000	11	5000000	6000000	11	9.931667e-22	2.2505060000000003e-19
10	4000000	5000000	11	5000000	6000000	14	5.96331e-29	1.6044819999999998e-26
10	5000000	6000000	11	5000000	6000000	16	9.127406e-34	2.739795e-31
10	6000000	7000000	11	5000000	6000000	16	1.586351e-33	4.742314e-31
10	7000000	8000000	11	5000000	6000000	15	3.1437289999999997e-32	9.112865e-30
10	8000000	9000000	11	5000000	6000000	18	1.3680439999999997e-38	4.5459429999999995e-36
10	9000000	10000000	11	5000000	6000000	12	1.738617e-25	4.310685e-23
10	10000000	11000000	11	5000000	6000000	13	8.228436e-28	2.1548850000000002e-25
10	11000000	12000000	11	5000000	6000000	17	1.4092729999999999e-36	4.491089e-34
10	12000000	13000000	11	5000000	6000000	17	1.082495e-36	3.4585659999999993e-34
10	13000000	14000000	11	5000000	6000000	12	6.560255e-24	1.5662390000000001e-21
10	14000000	15000000	11	5000000	6000000	18	1.499904e-38	4.9819489999999995e-36
10	15000000	16000000	11	5000000	6000000	12	1.67537e-24	4.06116e-22
10	16000000	17000000	11	5000000	6000000	20	2.996639e-44	1.104921e-41
10	17000000	18000000	11	5000000	6000000	14	7.206389e-30	1.9803679999999998e-27
10	18000000	19000000	11	5000000	6000000	18	9.652447999999999e-42	3.410496e-39
10	19000000	20000000	11	5000000	6000000	18	1.256355e-40	4.357167e-38
10	20000000	21000000	11	5000000	6000000	18	2.67845e-39	9.012873e-37
10	21000000	22000000	11	5000000	6000000	20	1.7934449999999999e-43	6.517975999999999e-41
10	22000000	23000000	11	5000000	6000000	10	9.701482000000001e-20	2.1051170000000003e-17
10	23000000	24000000	11	5000000	6000000	21	1.695927e-46	6.485883e-44
10	24000000	25000000	11	5000000	6000000	17	6.573666e-36	2.06814e-33
10	25000000	26000000	11	5000000	6000000	20	2.888183e-44	1.0654429999999999e-41
10	26000000	27000000	11	5000000	6000000	18	6.11394e-41	2.1296789999999997e-38
10	27000000	28000000	11	5000000	6000000	14	4.0080640000000003e-29	1.083025e-26
10	28000000	29000000	11	5000000	6000000	17	2.4363109999999998e-36	7.718134e-34
10	29000000	30000000	11	5000000	6000000	17	2.191711e-36	6.953296e-34
10	30000000	31000000	11	5000000	6000000	13	1.931469e-26	4.9041600000000005e-24
